"uniqueid","path","text_body","answer_type","question_type","mark_scheme","needs_context","exam","subject","section","topic","order","marks","parent_id","is_root","reference_code","subtopic","level","paper","command_term"
"econ2022_9118150","First exams 2022 > Unit 4: The global economy > 4.3 Arguments for and against trade control/protection > 4.3.1 Arguments for trade protection/advantages of trade protection","<p>Using information from the text/data and your knowledge of economics, discuss the arguments for and against the trade protection measures imposed by the US on China.</p>","structured","LFA","<p><em>Examiners should be aware that candidates may take a different approach which, if appropriate, should be rewarded</em>.</p>
<p><em>Do not award beyond Level 2 if the answer does not contain reference to the information provided</em>.</p>
<p><img class=""question-image"" data-image-id=""624ee9bbfa5714f5"" data-position=""1"" height=""301"" width=""652""/></p>
<p><em>Command term</em><br/>âDiscussâ requires candidates to offer a considered and balanced review that includes a range of arguments, factors or hypotheses. Opinions and conclusions should be presented clearly and supported with appropriate evidence and sound argument.</p>
<p><em>Answers <strong>may</strong> include</em>:</p>
<ul>
<li>Definition of trade protection, tariff, subsidies.</li>
</ul>
<p><em>Arguments for trade protection <strong>may</strong> include</em>:</p>
<ul>
<li>To reduce a trade deficit with China (paragraph <strong>[1]</strong>), as the imposition of tariffs should reduce import spending.</li>
<li>To allow US firms to compete against âunfair trade practicesâ (paragraph <strong>[1]</strong>) from China. If China uses unfair trade practices and their goods/services are relatively cheaper, then American goods will not be able to compete and unemployment may rise.</li>
<li>Import-substitution might take place due to the tariffs if consumers are able to substitute the previously imported goods with domestically-produced goods (paragraph <strong>[4]</strong>) at an affordable price, leading to increased revenue for domestic firms and economic growth for the US.</li>
<li>Trade protection may have been used for political reasons, rather than economic ones.</li>
<li>The US government will gain revenue from the tariffs.</li>
</ul>
<p><em>Arguments against trade protection <strong>may</strong> include</em>:</p>
<ul>
<li>The tariffs have been harming Chinese producers and workers in some provinces have already become unemployed (paragraph <strong>[2]</strong>).</li>
<li>The reduction in Chinese incomes/growth will mean that less is imported from the US, harming US exporters (paragraph <strong>[2]</strong>).</li>
<li>US farmers are suffering from the retaliatory ban on soybeans (paragraph <strong>[2]</strong>), showing that the original intention of protecting its steel industry is backfiring on the farmers.</li>
<li>The trade war is negatively impacting global trade; as Chinese incomes fall they are importing less: export revenue for producers in the EU and Australia (paragraph <strong>[3]</strong>) is falling.</li>
<li>Germanyâs economy may hit a recession if the tariffs on cars and car parts are imposed (paragraph <strong>[3]</strong>).</li>
<li>With or without import substitution, consumers are paying higher prices for domestic and imported goods.</li>
<li>Prices of inputs might rise; leading to cost-push inflation.</li>
<li>Profits of large US companies (such as Apple Inc. and Caterpillar Inc.) have been hurt (paragraph <strong>[4]</strong>), this is not good for the companies, its shareholders and possibly the workers if they become unemployed. (Since Apple Inc. has production firms in China, it will hurt the US and China alike.)</li>
<li>Small and medium-sized firms in China are most hurt (paragraph <strong>[5]</strong>), which may result in more unemployment if the trade war continues.</li>
<li>With trade protection, welfare losses exist, which means that resources are allocated to less efficient producers.</li>
</ul>
<p>Any reasonable discussion.</p>","TRUE","November 2020","DP Economics","Unit 4: The global economy","4.3 Arguments for and against trade control/protection","2d","8","","FALSE","20N.2.SL.TZ0.2d","4.3.1 Arguments for trade protection/advantages of trade protection","sl","2","Discuss"
"econ2022_9118155","First exams 2022 > Unit 4: The global economy > 4.3 Arguments for and against trade control/protection > 4.3.1 Arguments for trade protection/advantages of trade protection","<p>Using information from the text/data and your knowledge of economics, discuss the arguments for and against the trade protection measures imposed by the US on China.</p>","structured","LFA","<p><em>Examiners should be aware that candidates may take a different approach which, if appropriate, should be rewarded</em>.</p>
<p><em>Do not award beyond Level 2 if the answer does not contain reference to the information provided</em>.</p>
<p><img class=""question-image"" data-image-id=""624ee9bbfa5714f5"" data-position=""1"" height=""301"" width=""652""/></p>
<p><em>Command term</em><br/>âDiscussâ requires candidates to offer a considered and balanced review that includes a range of arguments, factors or hypotheses. Opinions and conclusions should be presented clearly and supported with appropriate evidence and sound argument.</p>
<p><em>Answers <strong>may</strong> include</em>:</p>
<ul>
<li>Definition of trade protection, tariff, subsidies.</li>
</ul>
<p><em>Arguments for trade protection <strong>may</strong> include</em>:</p>
<ul>
<li>To reduce a trade deficit with China (paragraph <strong>[1]</strong>), as the imposition of tariffs should reduce import spending.</li>
<li>To allow US firms to compete against âunfair trade practicesâ (paragraph <strong>[1]</strong>) from China. If China uses unfair trade practices and their goods/services are relatively cheaper, then American goods will not be able to compete and unemployment may rise.</li>
<li>Import-substitution might take place due to the tariffs if consumers are able to substitute the previously imported goods with domestically-produced goods (paragraph <strong>[4]</strong>) at an affordable price, leading to increased revenue for domestic firms and economic growth for the US.</li>
<li>Trade protection may have been used for political reasons, rather than economic ones.</li>
<li>The US government will gain revenue from the tariffs.</li>
</ul>
<p><em>Arguments against trade protection <strong>may</strong> include</em>:</p>
<ul>
<li>The tariffs have been harming Chinese producers and workers in some provinces have already become unemployed (paragraph <strong>[2]</strong>).</li>
<li>The reduction in Chinese incomes/growth will mean that less is imported from the US, harming US exporters (paragraph <strong>[2]</strong>).</li>
<li>US farmers are suffering from the retaliatory ban on soybeans (paragraph <strong>[2]</strong>), showing that the original intention of protecting its steel industry is backfiring on the farmers.</li>
<li>The trade war is negatively impacting global trade; as Chinese incomes fall they are importing less: export revenue for producers in the EU and Australia (paragraph <strong>[3]</strong>) is falling.</li>
<li>Germanyâs economy may hit a recession if the tariffs on cars and car parts are imposed (paragraph <strong>[3]</strong>).</li>
<li>With or without import substitution, consumers are paying higher prices for domestic and imported goods.</li>
<li>Prices of inputs might rise; leading to cost-push inflation.</li>
<li>Profits of large US companies (such as Apple Inc. and Caterpillar Inc.) have been hurt (paragraph <strong>[4]</strong>), this is not good for the companies, its shareholders and possibly the workers if they become unemployed. (Since Apple Inc. has production firms in China, it will hurt the US and China alike.)</li>
<li>Small and medium-sized firms in China are most hurt (paragraph <strong>[5]</strong>), which may result in more unemployment if the trade war continues.</li>
<li>With trade protection, welfare losses exist, which means that resources are allocated to less efficient producers.</li>
</ul>
<p>Any reasonable discussion.</p>","TRUE","November 2020","DP Economics","Unit 4: The global economy","4.3 Arguments for and against trade control/protection","d","8","","FALSE","20N.2.SL.TZ0.d","4.3.1 Arguments for trade protection/advantages of trade protection","sl","2","Discuss"
"econ2022_18811","First exams 2022 > Unit 4: The global economy > 4.10 Economic growth and/or economic development strategies > 4.10.1 Strategies to promote economic growth and/or economic development","<p>State <strong>two</strong> functions of the International Monetary Fund (IMF) (paragraph <strong>[2]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""5fa439ce22c5eb7d"" data-position=""1""/></p>","TRUE","November 2020","DP Economics","Unit 4: The global economy","4.10 Economic growth and/or economic development strategies","3a","2","","FALSE","20N.2.SL.TZ0.3a.i","4.10.1 Strategies to promote economic growth and/or economic development","sl","2","State"
"econ2022_9118157","First exams 2022 > Unit 4: The global economy > 4.10 Economic growth and/or economic development strategies > 4.10.1 Strategies to promote economic growth and/or economic development","<p>State <strong>two</strong> functions of the International Monetary Fund (IMF) (paragraph <strong>[2]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""5fa439ce22c5eb7d"" data-position=""1""/></p>","TRUE","November 2020","DP Economics","Unit 4: The global economy","4.10 Economic growth and/or economic development strategies","3a","2","","FALSE","20N.2.SL.TZ0.3a.i","4.10.1 Strategies to promote economic growth and/or economic development","sl","2","State"
"econ2022_9118162","First exams 2022 > Unit 4: The global economy > 4.10 Economic growth and/or economic development strategies > 4.10.1 Strategies to promote economic growth and/or economic development","<p>State <strong>two</strong> functions of the International Monetary Fund (IMF) (paragraph <strong>[2]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""5fa439ce22c5eb7d"" data-position=""1""/></p>","TRUE","November 2020","DP Economics","Unit 4: The global economy","4.10 Economic growth and/or economic development strategies","a","2","","FALSE","20N.2.SL.TZ0.a.i","4.10.1 Strategies to promote economic growth and/or economic development","sl","2","State"
"econ2022_18812","First exams 2022 > Unit 4: The global economy > 4.9 Barriers to economic growth and/or economic development > 4.9.2 Economic barriers","<p>Define the term <em>human capital</em> indicated in bold in the text (paragraph <strong>[5]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""00ae0d434a793b73"" data-position=""1""/></p>","TRUE","November 2020","DP Economics","Unit 4: The global economy","4.9 Barriers to economic growth and/or economic development","3a","2","","FALSE","20N.2.SL.TZ0.3a.ii","4.9.2 Economic barriers","sl","2","Define"
"econ2022_9118158","First exams 2022 > Unit 4: The global economy > 4.9 Barriers to economic growth and/or economic development > 4.9.2 Economic barriers","<p>Define the term <em>human capital</em> indicated in bold in the text (paragraph <strong>[5]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""00ae0d434a793b73"" data-position=""1""/></p>","TRUE","November 2020","DP Economics","Unit 4: The global economy","4.9 Barriers to economic growth and/or economic development","3a","2","","FALSE","20N.2.SL.TZ0.3a.ii","4.9.2 Economic barriers","sl","2","Define"
"econ2022_9118163","First exams 2022 > Unit 4: The global economy > 4.9 Barriers to economic growth and/or economic development > 4.9.2 Economic barriers","<p>Define the term <em>human capital</em> indicated in bold in the text (paragraph <strong>[5]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""00ae0d434a793b73"" data-position=""1""/></p>","TRUE","November 2020","DP Economics","Unit 4: The global economy","4.9 Barriers to economic growth and/or economic development","a","2","","FALSE","20N.2.SL.TZ0.a.ii","4.9.2 Economic barriers","sl","2","Define"
"econ2022_18815","First exams 2022 > Unit 4: The global economy > 4.10 Economic growth and/or economic development strategies > 4.10.2 Evaluation of strategies for economic growth and economic development","<p>Using information from the text/data and your knowledge of economics, evaluate the potential impact of the IMF and the World Bank on economic development in Pakistan.</p>","structured","LFA","<p><em>Examiners should be aware that candidates may take a different approach which, if appropriate, should be rewarded</em>.</p>
<p><em>Do not award beyond Level 2 if the answer does not contain reference to the information provided</em>.</p>
<p><img class=""question-image"" data-image-id=""8d2e91977a618ef6"" data-position=""1""/></p>
<p><em>Command term</em><br/>âEvaluateâ requires candidates to make an appraisal by weighing up the strengths and limitations. Opinions and conclusions should be presented clearly and supported with appropriate evidence and sound argument.</p>
<p><em>Responses <strong>may</strong> include</em>:</p>
<ul>
<li>Functions of IMF, World Bank.</li>
<li>Definition of economic development.</li>
<li>The difference between the IMF and the World Bank.</li>
</ul>
<p>May promote/achieve economic development because:</p>
<ul>
<li>IMF loans provide help with balance of payments deficit and external debt obligations (paragraph <strong>[1]</strong>), allows government revenue to be used for improving quality of life through expenditure on merit goods.</li>
<li>The IMF may learn from previous agreements and provide the monitoring/support needed for successful implementation of realistic conditions to reduce the burden of debt payments (paragraph <strong>[4]</strong>).</li>
<li>Other potential lenders may be persuaded or given the confidence to provide finance to help with economic development projects (paragraph <strong>[3]</strong>).</li>
<li>The World Bankâs education projects directly influence education and female enrolment rates which promote gender equality, employment possibilities, increasing incomes and access to basic needs (paragraph <strong>[5]</strong>).</li>
<li>Providing key infrastructure such as hydroelectric dams allows access to electricity and provides basic needs and infrastructure for business development (paragraph <strong>[6]</strong>).</li>
<li>Loans help build capacity and attract FDI to facilitate economic growth needed to break out of the poverty cycle (paragraph <strong>[3]</strong>), may provide employment opportunities and increased tax revenue.</li>
<li>IMF suggestions/conditions such as improved tax collection and access to credit can help support economic development (paragraph <strong>[2]</strong>).</li>
</ul>
<p>Above points should link to how these impacts will reduce poverty, increase living standards, reduce income inequalities and/or increase employment opportunities, improve health and education indicators, ie achieve economic development.</p>
<p>However, may not promote economic development because:</p>
<ul>
<li>Loan conditions (paragraph <strong>[2]</strong>) may limit the governmentâs ability to achieve its development objectives, particularly the improvement in human capital (paragraph <strong>[5]</strong>).</li>
<li>Development spending might be decreased due to contractionary fiscal policy.</li>
<li>Balance of payments issue has not been dealt with in the past (paragraph <strong>[4]</strong>).</li>
<li>World Bank infrastructure project â may lack sustainability (paragraph <strong>[6]</strong>).</li>
<li>The lending conditions may reduce economic growth, increase unemployment and hamper economic development.</li>
<li>While FDI may lead to increased employment and economic growth, attracting FDI may require offering concessions (tax, regulatory, <em>etc</em>) which may limit its development impact.</li>
<li>More loans and extending loans (paragraph <strong>[3]</strong>) may not be dealing with other fundamental issues of managing the loans, such as servicing costs (paragraph <strong>[4]</strong>).</li>
<li>Environmental issues may be overlooked, threatening sustainability (paragraph <strong>[6]</strong>).</li>
</ul>
<p>Any reasonable evaluation.</p>","TRUE","November 2020","DP Economics","Unit 4: The global economy","4.10 Economic growth and/or economic development strategies","3d","8","","FALSE","20N.2.SL.TZ0.3d","4.10.2 Evaluation of strategies for economic growth and economic development","sl","2","Evaluate"
"econ2022_9118161","First exams 2022 > Unit 4: The global economy > 4.10 Economic growth and/or economic development strategies > 4.10.2 Evaluation of strategies for economic growth and economic development","<p>Using information from the text/data and your knowledge of economics, evaluate the potential impact of the IMF and the World Bank on economic development in Pakistan.</p>","structured","LFA","<p><em>Examiners should be aware that candidates may take a different approach which, if appropriate, should be rewarded</em>.</p>
<p><em>Do not award beyond Level 2 if the answer does not contain reference to the information provided</em>.</p>
<p><img class=""question-image"" data-image-id=""8d2e91977a618ef6"" data-position=""1""/></p>
<p><em>Command term</em><br/>âEvaluateâ requires candidates to make an appraisal by weighing up the strengths and limitations. Opinions and conclusions should be presented clearly and supported with appropriate evidence and sound argument.</p>
<p><em>Responses <strong>may</strong> include</em>:</p>
<ul>
<li>Functions of IMF, World Bank.</li>
<li>Definition of economic development.</li>
<li>The difference between the IMF and the World Bank.</li>
</ul>
<p>May promote/achieve economic development because:</p>
<ul>
<li>IMF loans provide help with balance of payments deficit and external debt obligations (paragraph <strong>[1]</strong>), allows government revenue to be used for improving quality of life through expenditure on merit goods.</li>
<li>The IMF may learn from previous agreements and provide the monitoring/support needed for successful implementation of realistic conditions to reduce the burden of debt payments (paragraph <strong>[4]</strong>).</li>
<li>Other potential lenders may be persuaded or given the confidence to provide finance to help with economic development projects (paragraph <strong>[3]</strong>).</li>
<li>The World Bankâs education projects directly influence education and female enrolment rates which promote gender equality, employment possibilities, increasing incomes and access to basic needs (paragraph <strong>[5]</strong>).</li>
<li>Providing key infrastructure such as hydroelectric dams allows access to electricity and provides basic needs and infrastructure for business development (paragraph <strong>[6]</strong>).</li>
<li>Loans help build capacity and attract FDI to facilitate economic growth needed to break out of the poverty cycle (paragraph <strong>[3]</strong>), may provide employment opportunities and increased tax revenue.</li>
<li>IMF suggestions/conditions such as improved tax collection and access to credit can help support economic development (paragraph <strong>[2]</strong>).</li>
</ul>
<p>Above points should link to how these impacts will reduce poverty, increase living standards, reduce income inequalities and/or increase employment opportunities, improve health and education indicators, ie achieve economic development.</p>
<p>However, may not promote economic development because:</p>
<ul>
<li>Loan conditions (paragraph <strong>[2]</strong>) may limit the governmentâs ability to achieve its development objectives, particularly the improvement in human capital (paragraph <strong>[5]</strong>).</li>
<li>Development spending might be decreased due to contractionary fiscal policy.</li>
<li>Balance of payments issue has not been dealt with in the past (paragraph <strong>[4]</strong>).</li>
<li>World Bank infrastructure project â may lack sustainability (paragraph <strong>[6]</strong>).</li>
<li>The lending conditions may reduce economic growth, increase unemployment and hamper economic development.</li>
<li>While FDI may lead to increased employment and economic growth, attracting FDI may require offering concessions (tax, regulatory, <em>etc</em>) which may limit its development impact.</li>
<li>More loans and extending loans (paragraph <strong>[3]</strong>) may not be dealing with other fundamental issues of managing the loans, such as servicing costs (paragraph <strong>[4]</strong>).</li>
<li>Environmental issues may be overlooked, threatening sustainability (paragraph <strong>[6]</strong>).</li>
</ul>
<p>Any reasonable evaluation.</p>","TRUE","November 2020","DP Economics","Unit 4: The global economy","4.10 Economic growth and/or economic development strategies","3d","8","","FALSE","20N.2.SL.TZ0.3d","4.10.2 Evaluation of strategies for economic growth and economic development","sl","2","Evaluate"
"econ2022_9118166","First exams 2022 > Unit 4: The global economy > 4.10 Economic growth and/or economic development strategies > 4.10.2 Evaluation of strategies for economic growth and economic development","<p>Using information from the text/data and your knowledge of economics, evaluate the potential impact of the IMF and the World Bank on economic development in Pakistan.</p>","structured","LFA","<p><em>Examiners should be aware that candidates may take a different approach which, if appropriate, should be rewarded</em>.</p>
<p><em>Do not award beyond Level 2 if the answer does not contain reference to the information provided</em>.</p>
<p><img class=""question-image"" data-image-id=""8d2e91977a618ef6"" data-position=""1""/></p>
<p><em>Command term</em><br/>âEvaluateâ requires candidates to make an appraisal by weighing up the strengths and limitations. Opinions and conclusions should be presented clearly and supported with appropriate evidence and sound argument.</p>
<p><em>Responses <strong>may</strong> include</em>:</p>
<ul>
<li>Functions of IMF, World Bank.</li>
<li>Definition of economic development.</li>
<li>The difference between the IMF and the World Bank.</li>
</ul>
<p>May promote/achieve economic development because:</p>
<ul>
<li>IMF loans provide help with balance of payments deficit and external debt obligations (paragraph <strong>[1]</strong>), allows government revenue to be used for improving quality of life through expenditure on merit goods.</li>
<li>The IMF may learn from previous agreements and provide the monitoring/support needed for successful implementation of realistic conditions to reduce the burden of debt payments (paragraph <strong>[4]</strong>).</li>
<li>Other potential lenders may be persuaded or given the confidence to provide finance to help with economic development projects (paragraph <strong>[3]</strong>).</li>
<li>The World Bankâs education projects directly influence education and female enrolment rates which promote gender equality, employment possibilities, increasing incomes and access to basic needs (paragraph <strong>[5]</strong>).</li>
<li>Providing key infrastructure such as hydroelectric dams allows access to electricity and provides basic needs and infrastructure for business development (paragraph <strong>[6]</strong>).</li>
<li>Loans help build capacity and attract FDI to facilitate economic growth needed to break out of the poverty cycle (paragraph <strong>[3]</strong>), may provide employment opportunities and increased tax revenue.</li>
<li>IMF suggestions/conditions such as improved tax collection and access to credit can help support economic development (paragraph <strong>[2]</strong>).</li>
</ul>
<p>Above points should link to how these impacts will reduce poverty, increase living standards, reduce income inequalities and/or increase employment opportunities, improve health and education indicators, ie achieve economic development.</p>
<p>However, may not promote economic development because:</p>
<ul>
<li>Loan conditions (paragraph <strong>[2]</strong>) may limit the governmentâs ability to achieve its development objectives, particularly the improvement in human capital (paragraph <strong>[5]</strong>).</li>
<li>Development spending might be decreased due to contractionary fiscal policy.</li>
<li>Balance of payments issue has not been dealt with in the past (paragraph <strong>[4]</strong>).</li>
<li>World Bank infrastructure project â may lack sustainability (paragraph <strong>[6]</strong>).</li>
<li>The lending conditions may reduce economic growth, increase unemployment and hamper economic development.</li>
<li>While FDI may lead to increased employment and economic growth, attracting FDI may require offering concessions (tax, regulatory, <em>etc</em>) which may limit its development impact.</li>
<li>More loans and extending loans (paragraph <strong>[3]</strong>) may not be dealing with other fundamental issues of managing the loans, such as servicing costs (paragraph <strong>[4]</strong>).</li>
<li>Environmental issues may be overlooked, threatening sustainability (paragraph <strong>[6]</strong>).</li>
</ul>
<p>Any reasonable evaluation.</p>","TRUE","November 2020","DP Economics","Unit 4: The global economy","4.10 Economic growth and/or economic development strategies","d","8","","FALSE","20N.2.SL.TZ0.d","4.10.2 Evaluation of strategies for economic growth and economic development","sl","2","Evaluate"
"econ2022_18818","First exams 2022 > Unit 3: Macroeconomics > 3.3 Macroeconomic objectives > 3.3.3 Low and stable rate of inflation","<p>Define the term <em>inflation</em> indicated in bold in the text (paragraph <strong>[2]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""d07b9b1339074c88"" data-position=""1""/></p>","TRUE","November 2020","DP Economics","Unit 3: Macroeconomics","3.3 Macroeconomic objectives","4a","2","","FALSE","20N.2.SL.TZ0.4a.ii","3.3.3 Low and stable rate of inflation","sl","2","Define"
"econ2022_9118169","First exams 2022 > Unit 3: Macroeconomics > 3.3 Macroeconomic objectives > 3.3.3 Low and stable rate of inflation","<p>Define the term <em>inflation</em> indicated in bold in the text (paragraph <strong>[2]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""d07b9b1339074c88"" data-position=""1""/></p>","TRUE","November 2020","DP Economics","Unit 3: Macroeconomics","3.3 Macroeconomic objectives","4a","2","","FALSE","20N.2.SL.TZ0.4a.ii","3.3.3 Low and stable rate of inflation","sl","2","Define"
"econ2022_9118174","First exams 2022 > Unit 3: Macroeconomics > 3.3 Macroeconomic objectives > 3.3.3 Low and stable rate of inflation","<p>Define the term <em>inflation</em> indicated in bold in the text (paragraph <strong>[2]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""d07b9b1339074c88"" data-position=""1""/></p>","TRUE","November 2020","DP Economics","Unit 3: Macroeconomics","3.3 Macroeconomic objectives","a","2","","FALSE","20N.2.SL.TZ0.a.ii","3.3.3 Low and stable rate of inflation","sl","2","Define"
"econ2022_18820","First exams 2022 > Unit 3: Macroeconomics > 3.7 Supply-side policies > 3.7.1 Goals of supply-side policies","<p>Using an AD/AS diagram, explain the impact on the potential output of the Philippines of the government increasing its âspending on new airports, roads and bridgesâ (paragraph <strong>[4]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""6854dcf79d764b34"" data-position=""1""/></p>
<p><em>Candidates who incorrectly label diagrams can be awarded a maximum of <strong>[3]</strong></em>.</p>
<p><em>For AD/AS the vertical axis may be average (general) price level, or price level. The horizontal axis may be real output, real national output, real income, real national income, real GDP or real Y. Any abbreviations are acceptable. A title is not necessary</em>.</p>
<p><img class=""question-image"" data-image-id=""aa99ea178ee1a12b"" data-position=""2""/></p>","TRUE","November 2020","DP Economics","Unit 3: Macroeconomics","3.7 Supply-side policies","4c","4","","FALSE","20N.2.SL.TZ0.4c","3.7.1 Goals of supply-side policies","sl","2","Explain"
"econ2022_9118171","First exams 2022 > Unit 3: Macroeconomics > 3.7 Supply-side policies > 3.7.1 Goals of supply-side policies","<p>Using an AD/AS diagram, explain the impact on the potential output of the Philippines of the government increasing its âspending on new airports, roads and bridgesâ (paragraph <strong>[4]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""6854dcf79d764b34"" data-position=""1""/></p>
<p><em>Candidates who incorrectly label diagrams can be awarded a maximum of <strong>[3]</strong></em>.</p>
<p><em>For AD/AS the vertical axis may be average (general) price level, or price level. The horizontal axis may be real output, real national output, real income, real national income, real GDP or real Y. Any abbreviations are acceptable. A title is not necessary</em>.</p>
<p><img class=""question-image"" data-image-id=""aa99ea178ee1a12b"" data-position=""2""/></p>","TRUE","November 2020","DP Economics","Unit 3: Macroeconomics","3.7 Supply-side policies","4c","4","","FALSE","20N.2.SL.TZ0.4c","3.7.1 Goals of supply-side policies","sl","2","Explain"
"econ2022_9118176","First exams 2022 > Unit 3: Macroeconomics > 3.7 Supply-side policies > 3.7.1 Goals of supply-side policies","<p>Using an AD/AS diagram, explain the impact on the potential output of the Philippines of the government increasing its âspending on new airports, roads and bridgesâ (paragraph <strong>[4]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""6854dcf79d764b34"" data-position=""1""/></p>
<p><em>Candidates who incorrectly label diagrams can be awarded a maximum of <strong>[3]</strong></em>.</p>
<p><em>For AD/AS the vertical axis may be average (general) price level, or price level. The horizontal axis may be real output, real national output, real income, real national income, real GDP or real Y. Any abbreviations are acceptable. A title is not necessary</em>.</p>
<p><img class=""question-image"" data-image-id=""aa99ea178ee1a12b"" data-position=""2""/></p>","TRUE","November 2020","DP Economics","Unit 3: Macroeconomics","3.7 Supply-side policies","c","4","","FALSE","20N.2.SL.TZ0.c","3.7.1 Goals of supply-side policies","sl","2","Explain"
"econ2022_18825","First exams 2022 > Unit 4: The global economy > 4.6 Balance of payments > 4.6.4 Relationship between the current account and the exchange rate","<p>Using an exchange rate diagram, explain how South Koreaâs current account surplus could have âhelped increase the South Korean wonâs valueâ (paragraph <strong>[2]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""0568160c3d299f96"" data-position=""1""/></p>
<p><img class=""question-image"" data-image-id=""f80f9eeaa8322c4e"" data-position=""2""/></p>
<p><em>Candidates who incorrectly label diagrams can be awarded a maximum of <strong>[3]</strong></em>.</p>
<p><em>For an exchange rate diagram, the vertical axis may be exchange rate, price of Korean wonÂ </em><em>in another currency, another currency/Korean won or other currency per Korean won. TheÂ </em><em>horizontal axis should be quantity, or quantity of Korean won. A title is not necessary</em>.</p>","TRUE","November 2020","DP Economics","Unit 4: The global economy","4.6 Balance of payments","1b","4","","FALSE","20N.2.HL.TZ0.1b","4.6.4 Relationship between the current account and the exchange rate","hl","2","Explain"
"econ2022_9118181","First exams 2022 > Unit 4: The global economy > 4.6 Balance of payments > 4.6.4 Relationship between the current account and the exchange rate","<p>Using an exchange rate diagram, explain how South Koreaâs current account surplus could have âhelped increase the South Korean wonâs valueâ (paragraph <strong>[2]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""0568160c3d299f96"" data-position=""1""/></p>
<p><img class=""question-image"" data-image-id=""f80f9eeaa8322c4e"" data-position=""2""/></p>
<p><em>Candidates who incorrectly label diagrams can be awarded a maximum of <strong>[3]</strong></em>.</p>
<p><em>For an exchange rate diagram, the vertical axis may be exchange rate, price of Korean wonÂ </em><em>in another currency, another currency/Korean won or other currency per Korean won. TheÂ </em><em>horizontal axis should be quantity, or quantity of Korean won. A title is not necessary</em>.</p>","TRUE","November 2020","DP Economics","Unit 4: The global economy","4.6 Balance of payments","1b","4","","FALSE","20N.2.HL.TZ0.1b","4.6.4 Relationship between the current account and the exchange rate","hl","2","Explain"
"econ2022_9118186","First exams 2022 > Unit 4: The global economy > 4.6 Balance of payments > 4.6.4 Relationship between the current account and the exchange rate","<p>Using an exchange rate diagram, explain how South Koreaâs current account surplus could have âhelped increase the South Korean wonâs valueâ (paragraph <strong>[2]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""0568160c3d299f96"" data-position=""1""/></p>
<p><img class=""question-image"" data-image-id=""f80f9eeaa8322c4e"" data-position=""2""/></p>
<p><em>Candidates who incorrectly label diagrams can be awarded a maximum of <strong>[3]</strong></em>.</p>
<p><em>For an exchange rate diagram, the vertical axis may be exchange rate, price of Korean wonÂ </em><em>in another currency, another currency/Korean won or other currency per Korean won. TheÂ </em><em>horizontal axis should be quantity, or quantity of Korean won. A title is not necessary</em>.</p>","TRUE","November 2020","DP Economics","Unit 4: The global economy","4.6 Balance of payments","b","4","","FALSE","20N.2.HL.TZ0.b","4.6.4 Relationship between the current account and the exchange rate","hl","2","Explain"
"econ2022_18830","First exams 2022 > Unit 4: The global economy > 4.2 Types of trade protection > 4.2.2 Quota","<p>Define the term <em>quotas</em> indicated in bold in the text (paragraph <strong>[2]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""eca2f1cd915a04b8"" data-position=""1""/></p>","TRUE","November 2020","DP Economics","Unit 4: The global economy","4.2 Types of trade protection","2a","2","","FALSE","20N.2.HL.TZ0.2a.ii","4.2.2 Quota","hl","2","Define"
"econ2022_9118191","First exams 2022 > Unit 4: The global economy > 4.2 Types of trade protection > 4.2.2 Quota","<p>Define the term <em>quotas</em> indicated in bold in the text (paragraph <strong>[2]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""eca2f1cd915a04b8"" data-position=""1""/></p>","TRUE","November 2020","DP Economics","Unit 4: The global economy","4.2 Types of trade protection","2a","2","","FALSE","20N.2.HL.TZ0.2a.ii","4.2.2 Quota","hl","2","Define"
"econ2022_9118196","First exams 2022 > Unit 4: The global economy > 4.2 Types of trade protection > 4.2.2 Quota","<p>Define the term <em>quotas</em> indicated in bold in the text (paragraph <strong>[2]</strong>).</p>","structured","SFA","<p><img class=""question-image"" data-image-id=""eca2f1cd915a04b8"" data-position=""1""/></p>","TRUE","November 2020","DP Economics","Unit 4: The global economy","4.2 Types of trade protection","a","2","","FALSE","20N.2.HL.TZ0.a.ii","4.2.2 Quota","hl","2","Define"
